Pillar,Category,Level Description,Level,Impact,DDMType,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Text,CTAButtonTitle,Region,Frequency,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Mktplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Learning,Upskill,Up- and Re-skilling,3,,Maintenance,303,,Keep learning,Check out free language courses available,With some many free options to learn a language there's no reason why you can't learn a new skill.  Doing it 21 times will make it a great habit.,,Add to habits,UK,Weekly,Alison,https://alison.com/courses/language,All,All,"Not working, retired",,,Alison,Company,https://alison.com/courses/language,Online,n/a,Free/paid,Yes (NSU),None,,,4.6,https://www.trustpilot.com/review/alison.com,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,3,Development,304,305,Learn a language,Open up your world with a short languages course,"Discover a new language, explore different cultures or learn more about the power of communication. It could lead to a more formal qualification or a new career.","With increasing demand for language skills in education, and more broadly across the economy in client-facing roles, the ability to communicate in more than one language could be your ticket to a new career, or your passport to a new life abroad.",Do,Uk,,,,0-49,All,Working,,,Open University,Company,https://www.open.ac.uk/courses/languages/short-courses,Online,n/a,Paid,??,,,,n/a,n/a,n/a,Annual,,Mezzofanti Guild,Content Creator,https://www.mezzoguild.com/foreign-language-careers/,Online,n/a,Free,,,,,n/a,n/a,n/a,Quarterly,,Indeed,Company,https://uk.indeed.com/Language-Required-jobs?vjk=8d27a4bce63e8841,Online,all,Free,,,,,1.9,https://www.trustpilot.com/review/www.indeed.com,n/a,6 Monthly,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,,Maintenance,305,,Next level languages,"Serious about language learning, get formal qualifications",Open up the opportunity for a new career in languages and communication. Take a formal qualification and build a new learning habit and career.,,Add to habits,UK,Weekly,Open University,https://www.open.ac.uk/courses/languages,0-49,All,Working,,,Open University,Company,https://www.open.ac.uk/courses/languages,Online,n/a,Paid,??,,,,n/a,n/a,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Advanced Learning,4,3,Development,306,307,Immersive language,Combine learning a new language with cultural experience,Learn a new language with in country courses to not only explore the language but the culture too. Taught by qualified native speaking teachers.,"Learning a language improves memory, increases attention span and strengthens both problem-solving abilities and concentration. Multilingual people have also been shown to be more logical, have stronger decision-making skills and be more perceptive and aware of their surroundings.",Visit site,All,,,,50-99,All,"Working, retired",https://www.tandfonline.com/doi/abs/10.1300/J016v28n04_01,,cactus language,Company,https://www.cactuslanguage.com/adults/courses/50-plus/,Online,n/a,Paid,??,,,,n/a,n/a,n/a,6 Monthly,,Memrise,Company,https://www.memrise.com/,Online,n/a,Paid,,,,,3,https://www.trustpilot.com/review/www.memrise.com,n/a,6 monthly,,Findcourses.co.uk,Content Creator,https://www.findcourses.co.uk/search/language-training-courses,Online,n/a,Paid,,,,,3.7,https://www.trustpilot.com/review/www.findcourses.co.uk,n/a,6 Monthly,,Duolingo,Company,https://blog.duolingo.com/twenty-tips-to-sharpen-your-language-skills-and-have-fun-doing-it/,Online,n/a,Free,??,,,,1.4,https://www.trustpilot.com/review/duolingo.com,n/a,6 Monthly,
Learning,Upskill,Advanced Learning,4,,Maintenance,307,,Keep learning,Keep practicing your new language with immersive experiences,"Get the bug for learning languages and experiencing the culture together, with immersive travel and practice.",,Add to habits,,Weekly,cactus language,https://www.cactuslanguage.com/adults/courses/50-plus/,50-99,All,"Working, retired",,,cactus language,Company,https://www.cactuslanguage.com/adults/courses/50-plus/,Online,n/a,Paid,??,,,,n/a,n/a,n/a,6 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,2,Development,308,309,Coursera courses,Career advancing courses from Coursera,"Online learning platform Coursea offers more than 5,000 courses, Professional Certificates, and degrees from world-class universities and companies. Start, switch, or advance your career.","Coursera is one of the most popular online learning platforms with a huge range of courses. It offers a range of payment options with 2,600+ free courses to kickstart your learning habit.",Visit site,UK,,,,All,All,"Working, Not Working",,,Coursera,Company,https://www.coursera.org/,Online,all,Free/paid,Yes (NSU),,,,1.6,https://uk.trustpilot.com/review/coursera.org,n/a,Quarterly,,Upskillwise,Content Writer,https://upskillwise.com/online-learning-platforms/,Online,n/a,Free,n/a,,,,n/a,n/a,n/a,Quarterly,,Masterclass,Company,https://www.masterclass.com/,Online,n/a,Paid,??,,,,2.6,https://www.trustpilot.com/review/masterclass.com,n/a,Quarterly,,Udacity,Company,https://www.udacity.com/,Online,n/a,Free,N/a,,,,4.8,https://www.trustpilot.com/review/udacity.com,n/a,Annual,
Learning,Upskill,Up- and Re-skilling,3,,Maintenance,309,,Coursera courses,Career advancing courses from Coursera,"Sign up for a course from Coursera, start small and build up and you could soon get the learning bug and make it habit after 21 times. ",,Add to habits,UK,Weekly,Coursera,https://www.coursera.org/,All,All,"Working, Not Working",,,Coursera,Company,https://www.coursera.org/,Online,all,Free/paid,Yes (NSU),,,,1.6,https://uk.trustpilot.com/review/coursera.org,n/a,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,2,Development,310,311,FutureLearn,Online learning with world class universities and experts,"Futurelearn is a UK based learning platform, partnering with world-leading academic institutions known for their teaching and research across a variety of fields.  ",FutureLearn's ExpertTracks will help you master new skills in a specialist job area with a focus on highly marketable skills. Subscribe to a series of in-depth courses and build practical expertise to earn a digital certificate and showcase your new skills to employers.,Visit site,UK,,,,All,All,All,,,Future Learn,Company,https://www.futurelearn.com/,Online,n/a,Paid,??,,,,4.6,https://www.trustpilot.com/review/www.futurelearn.com,n/a,Annual,,1 training,Company,https://www.1training.org/,Online,n/a,Paid,??,None,,,4.9,https://www.trustpilot.com/review/1training.org,n/a,Annual,,OpenLearn,Company,https://www.open.edu/openlearn/,online,n/a,Free,n/a,,,,2.8,https://www.trustpilot.com/review/www.open.ac.uk,n/a,Annual,,Centre of excellence,Company,https://www.centreofexcellence.com/,Online,all,Paid,Yes (nsu),None,,,4.8,https://uk.trustpilot.com/review/www.centreofexcellence.com,N/a,Annual,
Learning,Upskill,Up- and Re-skilling,3,,Maintenance,311,,FutureLearn,Online learning with world class universities and experts,"Sign up for a course from Futurelearn, start small and build up and you could soon get the learning bug and make it habit after 21 times. ",,Add to habits,UK,Weekly,Future Learn,https://www.futurelearn.com/,All,All,All,,,Future Learn,Company,https://www.futurelearn.com/,Online,n/a,Paid,??,,,,4.6,https://www.trustpilot.com/review/www.futurelearn.com,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,2,Development,312,313,Centre of Excellence,Learn a new skill with online platform Centre of Excellence,Centre of Excellence offers opportunity to learn a new skillset for life or possibly take the next step into using the techniques to set up a rewarding new business. ,"Centre of Excellence offers courses in many 'small business specialisms' and complementary therapies, opening up opportunity to start your own business and new career direction.  The online Business Support Group can help you make your dream of opening an exciting new business a reality.",Visit site,UK,,,,All,All,All,https://www.tandfonline.com/doi/abs/10.1300/J016v28n04_01,,Centre of excellence,Company,https://www.centreofexcellence.com/,Online,all,Paid,Yes (nsu),None,,,4.8,https://uk.trustpilot.com/review/www.centreofexcellence.com,N/a,Annual,,Skillshare,Company,https://www.skillshare.com/,online,N/a,Paid,Yes (NSU),,,,1.6,https://uk.trustpilot.com/review/skillshare.com,n/a,Quarterly,,UK Government,Government,https://www.gov.uk/set-up-business,Online,n/a,Free,n/a,,,,n/a,n/a,n/a,Annual,,Skills you need,Company,https://www.skillsyouneed.com/shop/self-employment.html,Online,N/a,Free,n/a,,,,n/a,n/a,n/a,Annual,
Learning,Upskill,Up- and Re-skilling,3,,Maintenance,313,,Online courses,Learn a new skill with online platform Centre of Excellence,Sign up for a course from Centre of Excellence and set yourself on a path to an exciting new career.  After 21 times learning for future success will become second nature.,,Add to habits,UK,Weekly,Centre of excellence,https://www.centreofexcellence.com/,All,All,All,,,Centre of excellence,Company,https://www.centreofexcellence.com/,Online,all,Paid,Yes (nsu),None,,,4.8,https://uk.trustpilot.com/review/www.centreofexcellence.com,N/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Up- and Re-skilling,3,1,Development,314,315,Try a podcast,Try a podcast,"Dip your toe into a pick of the best podcasts on Spotify, Apple Podcasts and more covering technology, culture, science, politics, and new ideas.","If you've not discovered them yet, podcasts are a great learning tool. You can listen anywhere and access a wide range of topics. ",Read,UK,,,,All,All,All,,,Wired,Content Writer,https://www.wired.com/story/podcasts-beginners-guide/,online,n/a,Free,No,,,,1.3,https://www.trustpilot.com/review/wired.co.uk,n/a,Quarterly,,Buffer,Content Creator,https://buffer.com/library/podcasting-for-beginners/,online,n/a,free,,,,,2.8,https://www.trustpilot.com/review/buffer.com,n/a,6 monthly,,TED Talks,Content Creator,https://www.ted.com/podcasts,Online,n/a,Free,,,,,N/A,N/A,N/A,Annual,,BBC,Media Organisation,https://www.bbc.co.uk/sounds/podcasts,Online,n/a,free,n/a,,,,1.3,https://www.trustpilot.com/review/www.bbc.co.uk,N/a,Annual,
Learning,Foundation,Up- and Re-skilling,3,,Maintenance,315,,Get a podcast habit,53 of the best podcasts for curious minds,Podcasts often come in a regular series of episodes and you can subscribe to them.  It's easy to get notified (via your favourite podcast app) when new episodes come out and build a new habit.,,Add to habits,UK,Twice weekly,Wired,https://www.wired.co.uk/article/best-podcasts,All,All,All,,,Wired,Content Writer,https://www.wired.co.uk/article/best-podcasts,online,n/a,Free,No,,,,1.3,https://www.trustpilot.com/review/wired.co.uk,n/a,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,3,Development,316,317,Learn something new,Live classes for older adults,Learn something new with live classes for older adults by older adults from anything from art to travel.,"GetSetUp is an online community of people who want to learn new skills, connect with others and unlock new life experiences. GetSetUp believes people over 55 can do anything when they have the tools to discover, learn and connect.",Visit site,All,,,,55-99,All,All,https://www.tandfonline.com/doi/abs/10.1300/J016v28n04_01,,get set up,Company,https://www.getsetup.io/,Online,n/a,Free/paid,??,None,,,n/a,n/a,n/a,6 Monthly,,Centre of excellence,Company,https://www.centreofexcellence.com/,Online,all,Paid,Yes (nsu),None,,,4.8,https://uk.trustpilot.com/review/www.centreofexcellence.com,N/a,Annual,,Future Learn,Company,https://www.futurelearn.com/,Online,n/a,Paid,??,,,,4.6,https://www.trustpilot.com/review/www.futurelearn.com,n/a,Annual,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skilling,3,,Maintenance,317,,Keep learning,Live classes for older adults,Sign up to take classes with Get Setup and gain new skills and get a lifelong learning habit by doing it 21 times.,,Add to habits,All,Weekly,get set up,https://www.getsetup.io/,55-99,All,All,,,get set up,Company,https://www.getsetup.io/,Online,n/a,Free/paid,??,None,,,n/a,n/a,n/a,6 Monthly,,Skills you need,Company,https://www.skillsyouneed.com/learning-skills.html,Online,N/a,Free,n/a,,,,n/a,n/a,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Identifying upskill opportunities,1,3,Development,318,319,Join a library,"Find and join your local library, for many free services","Your local library provides many services such as book loans, CD rental and internet access. Some may offer reading events and 24-hour online services.",A public library is the biggest treasure known to local communities. It's always free to join and what you find there might surprise you and do more than inspire just a love of reading.,Visit site,UK,,,,All,All,All,,,UK Government,Government,https://www.gov.uk/local-library-services,In person,all,Free,No,,,,n/a,n/a,n/a,Annual,,Your Story,Content writer,https://yourstory.com/mystory/10-benefits-of-joining-your-local-library?utm_pageloadtype=scroll,Online,n/a,Free,n/a,,,,n/a,n/a,n/a,Quarterly,,Nalitabali,Content writer,https://nalitabali.medium.com/tips-on-how-to-start-your-reading-journey-e66a9e61fe0d,Online,n/a,Free,No,,,,n/a,n/a,no,Quarterly,,Mind Joggle,Content writer,https://www.mindjoggle.com/reading-challenges/,Online,n/a,Free,n/a,n/a,,,n/a,n/a,n/a,Quarterly,
Learning,Foundation,Identifying upskill opportunities,1,,Maintenance,319,,Visit the library,Visit your local library to enjoy its many benefits,"Maybe you want to grow your love of reading, access the internet or attend an event. Try and visit your library 21 times and make it a habit for life. ",,Add to habits,UK,Weekly,UK Government,https://www.gov.uk/local-library-services,All,All,All,,,UK Government,Government,https://www.gov.uk/local-library-services,In person,all,Free,No,,,,n/a,n/a,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Identifying upskill opportunities,2,2,Development,320,321,Workplace support,Help and support to think differently about working longer,Think differently about working as you get older. Staying in work and taking control of when and how you retire can give you more money in later life as well as benefit your health and wellbeing.,"Get ahead and kep working the way you want. Employers in the UK waste a huge amount of talent, skills and experience by denying older workers the chance to stay in jobs or find new ones.  Many older workers face discrimination and challenges that with a little support could be overcome. ",Read,UK,,,,50-99,All,Working,,,UK Government,Government,https://www.gov.uk/government/publications/help-and-support-for-older-workers/help-and-support-for-older-workers,online,n/a,Free,No,,,,n/a,n/a,n/a,Annual,,Centre for Ageing Better,Charity,https://ageing-better.org.uk/work,Online,n/a,Free,n/a,,,,n/a,n/a,n/a,Annual,,Skills you need,Company,https://www.skillsyouneed.com/ps/career-management-skills.html,Online,N/a,Free,n/a,,,,n/a,n/a,n/a,Annual,,Virtual College,Company,https://www.virtual-college.co.uk/resources/expanding-your-employment-options-over-50,online,n/a,Free/Paid,Yes (NSU),,,,4.7,https://www.trustpilot.com/review/www.virtual-college.co.uk,n/a,Annual,
Learning,Foundation,Identifying upskill opportunities,2,,Maintenance,321,,Work for longer,Get the support you need to work for longer,Don't waste your talent and keep working in the way you want to work. Take a course to expand your employability options.,,Add to habits,UK,Weekly,Virtual College,https://www.virtual-college.co.uk/resources/expanding-your-employment-options-over-50,50-99,All,Working,,,Virtual College,Company,https://www.virtual-college.co.uk/resources/expanding-your-employment-options-over-50,online,n/a,Free/Paid,Yes (NSU),,,,4.7,https://www.trustpilot.com/review/www.virtual-college.co.uk,n/a,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
